street,candidate,link_count,full,first,last,alias,occ1,occ2,occ3,occ4,occ5,occ6,occ7,occ8,occ9,occ10,occ11,occ12,occ13,occ14,occ15,occ16,occ17,occ18,occ19,occ20,rel_born,rel_died,rel_buried,rel_edu,rel_work,district,proba
Frans-Hals-Straße,Q167654,258,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Q2758,0.971
Frans-Hals-Straße,Q167654,258,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Q889074,0.971
Paula-Wilken-Stiege,Q67130290,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.6666666666666666,0.0,0.0,0.0,Q880989,0.971
Florusstraße,Q316483,107,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Q876829,0.971
Ernst-Weiß-Straße,Q1360551,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.0,0.0,0.0,0.2,Q3822,0.971
Wilhelm-Tenhagen-Straße,Q2575348,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.3333333333333333,Q894908,0.971
Aulkestraße,Q111225,29,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.6,0.0,0.0,0.0,Q14914,0.971
Dr.-Georg-Schäfer-Ring,Q1505984,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.0,0.0,0.0,0.2,Q225774,0.971
Kreutzbergstraße,Q99308,74,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Q243266,0.971
Hortweg,Q61880,74,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Q11119,0.971
Wilhelm-Kraft-Straße,Q2573739,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.0,0.0,0.0,0.2,Q11340,0.971
Wilhelm-Baumann-Straße,Q1309311,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.0,0.0,0.0,0.2,Q3771,0.971
Hortweg,Q61880,74,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Q1490832,0.971
Frans-Hals-Weg,Q167654,258,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Q4094,0.971
Wilhelm-Florin-Weg,Q172154,32,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.0,0.2,0.0,0.2,Q3771,0.971
Hans-Ehrenberg-Platz,Q1579302,13,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.0,Q882715,0.971
Hollerithstraße,Q192145,73,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Q12547,0.971
Frans-Hals-Straße,Q167654,258,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Q1434840,0.971
Franz-Bücheler-Straße,Q72739,115,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.6666666666666666,0.8333333333333334,0.6666666666666666,0.6666666666666666,Q153782,0.971
Karl-Becker-Straße,Q1730449,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.0,0.0,0.0,0.2,Q4086,0.971
Willy-Haas-Straße,Q95428,73,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1666666666666666,0.0,0.0,0.0,Q547,0.971
Dr.-Flume-Straße,Q4038837,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Q3822,0.971
Aulkeweg,Q111225,29,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.6,0.0,0.0,0.0,Q14921,0.971
Oskar-Schindler-Straße,Q60029,200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.1666666666666666,0.0,0.0,0.0,Q1786041,0.971
Hermann-Pünder-Straße,Q109572,51,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.0,0.0,0.5,Q2880,0.971
Aulkeweg,Q111225,29,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.6,0.0,0.0,0.0,Q14934,0.971
Wilhelm-Sollmann-Straße,Q90841,41,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1666666666666666,0.0,0.0,0.0,0.6666666666666666,Q1445255,0.971
Otto-Wulff-Straße,Q2041067,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.0,0.0,0.0,0.2,Q4108,0.971
Immermannstraße,Q213589,171,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1666666666666666,0.5,0.5,0.1666666666666666,0.0,Q1728485,0.971
Karl-Schneider-Straße,Q1732886,56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.0,0.0,0.0,0.2,Q3905,0.971
Hortweg,Q61880,74,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Q2554378,0.971
Kardinal-von-Galen-Straße,Q76439,344,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.2,0.6,0.6,0.0,0.6,Q181673,0.9708627450980393
Kardinal-von-Galen-Straße,Q76439,344,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.2,0.6,0.6,0.0,0.6,Q14917,0.9708627450980393
Kardinal-von-Galen-Platz,Q76439,344,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.2,0.6,0.6,0.0,0.6,Q200528,0.9708627450980393
Kardinal-von-Galen-Straße,Q76439,344,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.2,0.6,0.6,0.0,0.6,Q200208,0.9708627450980393
Kardinal-von-Galen-Straße,Q76439,344,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.2,0.6,0.6,0.0,0.6,Q182054,0.9708627450980393
Kardinal-von-Galen-Straße,Q76439,344,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.2,0.6,0.6,0.0,0.6,Q200640,0.9708627450980393
Kardinal-von-Galen-Straße,Q76439,344,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.2,0.6,0.6,0.0,0.6,Q14900,0.9708627450980393
Kardinal-von-Galen-Straße,Q76439,344,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.2,0.6,0.6,0.0,0.6,Q182174,0.9708627450980393
Kardinal-von-Galen-Straße,Q76439,344,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.2,0.6,0.6,0.0,0.6,Q181541,0.9708627450980393
Kardinal-von-Galen-Platz,Q76439,344,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.2,0.6,0.6,0.0,0.6,Q2789,0.9708627450980393
Kardinal-von-Galen-Straße,Q76439,344,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.2,0.6,0.6,0.0,0.6,Q200256,0.9708627450980393
Kardinal-von-Galen-Straße,Q76439,344,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.2,0.6,0.6,0.0,0.6,Q200549,0.9708627450980393
Kardinal-von-Galen-Straße,Q76439,344,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.2,0.6,0.6,0.0,0.6,Q14949,0.9708627450980393
Kardinal-von-Galen-Straße,Q76439,344,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.2,0.6,0.6,0.0,0.6,Q2713,0.9708627450980393
Kardinal-von-Galen-Straße,Q76439,344,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.2,0.6,0.6,0.0,0.6,Q14937,0.9708627450980393
Kardinal-von-Galen-Straße,Q76439,344,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.2,0.6,0.6,0.0,0.6,Q182510,0.9708627450980393
Kardinal-von-Galen-Straße,Q76439,344,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.2,0.6,0.6,0.0,0.6,Q2760,0.9708627450980393
Kardinal-von-Galen-Straße,Q76439,344,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.2,0.6,0.6,0.0,0.6,Q2769,0.9708627450980393
Kardinal-von-Galen-Straße,Q76439,344,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.2,0.6,0.6,0.0,0.6,Q2804,0.9708627450980393
Kardinal-von-Galen-Ring,Q76439,344,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.2,0.6,0.6,0.0,0.6,Q6924,0.9708627450980393
Kardinal-von-Galen-Straße,Q76439,344,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.2,0.6,0.6,0.0,0.6,Q453,0.9708627450980393
Kardinal-von-Galen-Straße,Q76439,344,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.2,0.6,0.6,0.0,0.6,Q2740,0.9708627450980393
Kardinal-von-Galen-Straße,Q76439,344,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.2,0.6,0.6,0.0,0.6,Q14940,0.9708627450980393
Otfried-Preußler-Straße,Q44647,321,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.2,0.0,0.0,0.0,Q2752,0.9708333333333333
Otfried-Preußler-Straße,Q44647,321,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.2,0.0,0.0,0.0,Q3959,0.9708333333333333
Otfried-Preußler-Weg,Q44647,321,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.2,0.0,0.0,0.0,Q11293,0.9708333333333333
Nahum-Goldmann-Allee,Q216016,50,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.25,0.0,0.25,0.0,Q586,0.9707983778519383
Max-Ophüls-Platz,Q55410,266,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.0,0.0,Q2326757,0.9707916666666666
Egidius-Braun-Straße,Q74497,63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,Q4068,0.9707704545454543
Fritz-Winter-Straße,Q578152,109,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.2,0.0,0.2,0.2,Q10938,0.9707380952380952
Hedwig-Dransfeld-Straße,Q121245,37,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,1.0,0.0,0.0,0.2,Q11120,0.9707321428571429
Clemens-Kraienhorst-Straße,Q1100005,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,Q894910,0.9706586538461538
Lotte-Lemke-Straße,Q1871155,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.4,0.0,0.0,0.0,Q3822,0.9706383644133645
Edmund-Strutz-Weg,Q1286903,11,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0.5,0.0,0.0,0.0,Q2107,0.9706246031746032
Hubert-Maurer-Straße,Q872049,32,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,0.0,0.0,0.0,0.0,Q153754,0.9706
Hans-Litterscheid-Platz,Q1566624,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,0.6,Q4048,0.9706
Ludwig-Rosenberg-Straße,Q1463668,14,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1666666666666666,0.5,0.0,0.0,0.0,Q1651894,0.9705960567210566
Hans-Werner-Henze-Platz,Q76915,791,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.2,0.0,0.2,0.4,Q3771,0.9705325358550977
Heinrich-Hamacher-Weg,Q1316339,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.0,0.0,0.0,0.6,Q4068,0.9705
Christian-Rohlfs-Straße,Q62992,188,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1666666666666666,0.3333333333333333,0.0,0.0,0.1666666666666666,Q2166846,0.9705
Walter-Benjamin-Weg,Q61078,803,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.2,0.0,0.0,0.2,0.2,Q3985,0.9703595921215881
Josef-Knab-Straße,Q1704996,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.6666666666666666,0.0,0.0,0.0,Q876263,0.9703214285714286
Gellertstraße,Q60584,294,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.25,Q2880,0.9703071428571428
Gellertstraße,Q60584,294,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.25,Q2942,0.9703071428571428
Gellertstraße,Q60584,294,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.25,Q2838,0.9703071428571428
Gellertweg,Q60584,294,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.25,Q2107,0.9703071428571428
Luise-Hoffmann-Straße,Q1458150,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.0,0.0,0.0,0.0,Q6863,0.9702857142857143
Julius-Voos-Gasse,Q1713041,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.0,0.0,0.0,0.0,Q1959104,0.9702857142857143
Wilhelm-Haarmann-Straße,Q1717004,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.0,0.0,0.0,0.0,Q16107,0.9702857142857143
August-Müller-Weg,Q763138,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.0,0.0,0.0,0.0,Q6149,0.9702857142857143
Hanns-Bisegger-Straße,Q91088311,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.0,0.0,0.0,0.0,Q857314,0.9702857142857143
Hedwig-Kiesekamp-Straße,Q1593370,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0.6,0.0,0.0,0.0,Q3898,0.9702666666666667
Julius-Weber-Straße,Q1309190,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8,0.0,0.0,0.0,0.0,Q317314,0.97025
Willi-Graf-Straße,Q62050,120,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.2,0.2,0.6,0.0,Q4074,0.9700416666666666
Droste-Hülshoff-Straße,Q57307,603,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.3333333333333333,0.1666666666666666,0.1666666666666666,0.0,0.0,Q992019,0.97
Bernd-Rosemeyer-Straße,Q60403,131,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.0,0.0,Q11039,0.97
Droste-Hülshoff-Straße,Q57307,603,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.3333333333333333,0.1666666666666666,0.1666666666666666,0.0,0.0,Q2010569,0.97
Droste-Hülshoff-Straße,Q57307,603,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.3333333333333333,0.1666666666666666,0.1666666666666666,0.0,0.0,Q21042074,0.97
Henricistraße,Q60613,95,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1666666666666666,0.1666666666666666,0.0,0.1666666666666666,0.0,Q300703,0.97
Droste-Hülshoff-Weg,Q57307,603,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.3333333333333333,0.1666666666666666,0.1666666666666666,0.0,0.0,Q1644498,0.97
Droste-Hülshoff-Straße,Q57307,603,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.3333333333333333,0.1666666666666666,0.1666666666666666,0.0,0.0,Q4936257,0.97
Droste-Hülshoff-Straße,Q57307,603,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.3333333333333333,0.1666666666666666,0.1666666666666666,0.0,0.0,Q2350846,0.97
Robert-Grosche-Straße,Q1356389,16,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.6666666666666666,0.0,0.5,0.6666666666666666,Q1607341,0.97
Droste-Hülshoff-Straße,Q57307,603,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.3333333333333333,0.1666666666666666,0.1666666666666666,0.0,0.0,Q206380,0.97
Droste-Hülshoff-Straße,Q57307,603,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.3333333333333333,0.1666666666666666,0.1666666666666666,0.0,0.0,Q15109893,0.97
Von-Droste-Hülshoff-Straße,Q57307,603,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.3333333333333333,0.1666666666666666,0.1666666666666666,0.0,0.0,Q2554532,0.97
Alfred-Herrhausen-Straße,Q68878,110,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.1666666666666666,0.0,0.3333333333333333,0.0,Q206380,0.97
Werner-Egk-Straße,Q458775,239,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.0,0.0,Q4094,0.97
Droste-Hülshoff-Straße,Q57307,603,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.3333333333333333,0.1666666666666666,0.1666666666666666,0.0,0.0,Q2534024,0.97
Dominikus-Böhm-Straße,Q75843,239,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1666666666666666,0.5,0.5,0.0,0.0,Q911182,0.97
Fritz-Winter-Weg,Q578152,109,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.2,0.0,0.2,0.2,Q1132,0.97
Droste-Hülshoff-Straße,Q57307,603,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.3333333333333333,0.1666666666666666,0.1666666666666666,0.0,0.0,Q3853,0.97
Hülshoff-Straße,Q57307,603,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.3333333333333333,0.1666666666666666,0.1666666666666666,0.0,0.0,Q1643934,0.97
Droste-Hülshoff-Straße,Q57307,603,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.3333333333333333,0.1666666666666666,0.1666666666666666,0.0,0.0,Q1795775,0.97
Heinrich-Jasper-Straße,Q103542,76,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0.0,Q4192,0.97
Hans-Driesch-Straße,Q41476,97,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1666666666666666,0.1666666666666666,0.0,0.1666666666666666,0.6666666666666666,Q547481,0.97
Joseph-Beuys-Ufer,Q153965,1584,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.8,0.0,0.8,0.8,Q551600,0.97
Droste-Hülshoff-Straße,Q57307,603,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.3333333333333333,0.1666666666666666,0.1666666666666666,0.0,0.0,Q153747,0.97
Willi-Graf-Straße,Q62050,120,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.2,0.2,0.6,0.0,Q3959,0.97
Camillo-Sitte-Platz,Q93987,95,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Q1368631,0.97
Camillo-Sitte-Weg,Q93987,95,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Q531011,0.97
Luise-Albertz-Straße,Q1277445,19,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.0,0.6,Q12464,0.97
Droste-Hülshoff-Straße,Q57307,603,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.3333333333333333,0.1666666666666666,0.1666666666666666,0.0,0.0,Q1304658,0.97
Wolfgang-Abendroth-Straße,Q69166,190,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0.25,0.25,0.25,0.25,Q2107,0.97
Elisabeth-Schwarzhaupt-Straße,Q65397,38,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.6,Q3989,0.97
Werner-Egk-Straße,Q458775,239,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.0,0.0,Q12464,0.97
Oskar-Walzel-Straße,Q90520,33,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.8,1.0,0.2,0.0,Q892684,0.9699473684210526
Gerhard-Kienle-Weg,Q1316359,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0.0,Q11337,0.9699350373482727
Gustav-Heinemann-Platz,Q2573,486,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5,0.3333333333333333,0.3333333333333333,0.1666666666666666,0.3333333333333333,Q2662780,0.9698804927353862
Ernest-Solvay-Weg,Q311665,49,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Q3922,0.9698
Alfred-Herrhausen-Brücke,Q68878,110,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.2,0.0,0.4,0.0,Q1368655,0.96975
Dominikus-Böhm-Straße,Q75843,239,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.0,Q1534965,0.9696666666666668
Schlaunstraße,Q76704,245,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.4,0.4,0.0,0.0,Q16146,0.9696666666666668
Albert-Kemmann-Straße,Q2638285,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.4,0.0,0.0,0.0,Q14878,0.9696666666666667
Wüstenhöferstraße,Q694649,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.75,0.0,0.0,0.0,Q2066,0.9696333333333333
Marita-Loersch-Weg,Q95133782,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.8333333333333334,0.8333333333333334,0.0,0.0,Q300703,0.9695833333333332
Ernst-Ludwig-Kirchner-Straße,Q229272,606,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.0,0.0,0.2,0.2,Q1639801,0.9695634920634921
Karl-Schiller-Straße,Q65513,125,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.2,0.0,0.2,0.4,Q225621,0.9695240641711231
Charles-Lindbergh-Straße,Q1618,324,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Q204919,0.9693980519480518
Charles-Lindbergh-Ring,Q1618,324,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Q3922,0.9693980519480518
Franz-Tacke-Straße,Q1449229,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,1.0,0.0,0.0,0.0,Q3890,0.96935
Tieckstraße,Q57239,610,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0.2,Q512233,0.9693333333333333
