osm_id	name	street_type	wikipedia	wikidata	etymology_wikidata	etymology_wikipedia	etymology_description	local_name	geometry	name_de	name_en	name_fr	name_es	name_ru
23316323	Ginsterweg	residential							LINESTRING(8.6326266 53.1907036,8.6343553 53.1902113,8.6352509 53.1898812,8.6354971 53.1898009)					
23317383	Lerchenstraße	tertiary							LINESTRING(8.6411284 53.188985,8.6410042 53.1889937,8.6408693 53.1890355,8.6400908 53.1892799,8.6396231 53.1894268,8.6390129 53.1896161,8.6362298 53.1904977,8.6354251 53.1907488)					
23317385	Aumunder Feldstraße	tertiary							LINESTRING(8.6262198 53.1838361,8.6260986 53.1833566,8.6260782 53.1832818,8.6260333 53.1830998,8.6259884 53.1829053,8.6259641 53.18281,8.6257474 53.1820102,8.6256493 53.1816453,8.6255673 53.1813404)					
23317569	Am Utkiek	secondary			Q2572947	de:Auskuck			LINESTRING(8.6229452 53.1688681,8.6228891 53.1687536)					
23322509	Heinrich-Müller-Weg	track							LINESTRING(8.6953879 53.1545795,8.6950566 53.1546841,8.6945197 53.1548168,8.6938417 53.1549503,8.6925073 53.1550966,8.6916343 53.1552029,8.6905684 53.1553391,8.6893288 53.1554953,8.6877562 53.1556856,8.687589 53.1557047,8.6856071 53.1559532,8.6847021 53.1559984,8.6840746 53.1560051,8.683561 53.1560061,8.6828856 53.1559948,8.6821448 53.155954,8.6813392 53.1558786,8.6805423 53.1558297,8.6790742 53.1558065,8.678447 53.155801,8.6782932 53.1557996)					
23322524	Ökopfad	track							LINESTRING(8.6491067 53.1296405,8.6491476 53.1297418,8.6492401 53.1303157,8.6493416 53.1303956,8.6495515 53.1304741,8.649704 53.1306519,8.6499981 53.1313881,8.6500571 53.1317299,8.650091 53.1322625,8.6500262 53.1324244,8.6495445 53.1330257,8.6492186 53.133445,8.6490328 53.1337403,8.6487993 53.1340094,8.64868 53.1341376)					
23322642	Am Burger Sielgraben	footway							LINESTRING(8.7140274 53.1407475,8.7139402 53.1407998,8.713785 53.1408607,8.7133917 53.1409614,8.7132229 53.140997,8.7126827 53.1411951,8.7122915 53.1412246,8.7118918 53.1412958,8.7116143 53.1413628,8.7114074 53.1414094,8.7110688 53.1415593,8.7108709 53.1416832,8.7107463 53.1417698,8.7106642 53.1418293,8.7102867 53.1419543,8.7100072 53.1421636,8.7098892 53.1422987,8.7096403 53.1424811,8.7096197 53.1425621,8.7096529 53.1426263,8.7097341 53.1426949,8.7098227 53.1427591,8.7098259 53.142776,8.7098032 53.1428172)					
23322646	Mittelsbürener Landstraße	residential							LINESTRING(8.7091377 53.1425918,8.7095972 53.1427442,8.7098032 53.1428172,8.7099632 53.1428901,8.7102934 53.1429874,8.7107918 53.1431161,8.711003 53.1431724,8.7121691 53.1434562,8.7124101 53.1435103,8.7127315 53.1435825,8.7127978 53.1435918,8.7129043 53.1435989)					
23322650	An der Beke	residential							LINESTRING(8.7117805 53.1422345,8.7117395 53.1423926,8.7113731 53.1428166,8.711003 53.1431724)					
23324184	Gerhard-Rohlfs-Straße	pedestrian	de:Gerhard-Rohlfs-Straße (Bremen)		Q63209	de:Gerhard Rohlfs (Afrikaforscher)			LINESTRING(8.6209714 53.1717684,8.6209442 53.1718053,8.6204577 53.1719822,8.6194105 53.172384,8.6193884 53.1723921,8.6188439 53.172592,8.6177269 53.173002,8.6175902 53.1730505,8.6172999 53.1731615,8.6168417 53.1733247)					
23324187	Gerhard-Rohlfs-Straße	residential	de:Gerhard-Rohlfs-Straße (Bremen)		Q63209	de:Gerhard Rohlfs (Afrikaforscher)			LINESTRING(8.6148384 53.174096,8.614089 53.1743679,8.6135821 53.1745519,8.6134077 53.1746153,8.6128429 53.1748209,8.6126606 53.1748872,8.6125512 53.1749466,8.6125197 53.1749693,8.6124712 53.1750043,8.6124113 53.1750764,8.6123588 53.1751705)					
23324229	Rohrstraße	pedestrian			Q1461771	de:Friedrich Rohr			LINESTRING(8.622831 53.1691798,8.6226828 53.1692608,8.6225766 53.169427,8.6224477 53.1695762,8.6223566 53.1696474,8.6221899 53.1697182,8.621928 53.1698115,8.6217394 53.1698913)					
23324262	Breite Straße	unclassified					de:Die Breite Straße bildet die Trennlinie zwischen Alt-Vegesack und Neu-Vegesack		LINESTRING(8.6212112 53.1718057,8.6212126 53.1718823,8.6212834 53.1719652,8.6216134 53.1722031)					
23324275	Reeder-Bischoff-Straße	pedestrian	de:Reeder-Bischoff-Straße	Q1440153	Q1313454				LINESTRING(8.6242438 53.1701182,8.6234285 53.1702962,8.6226483 53.1704706,8.6220068 53.1707205,8.622001 53.1707226,8.6214102 53.1709695,8.620517 53.1713896)					
23324949	Gärdesstraße	residential							LINESTRING(8.6339689 53.1855004,8.6329495 53.1845214,8.6328095 53.1844864,8.6326765 53.1844696,8.6325586 53.1844812,8.6324526 53.1844983,8.632166 53.1845635,8.6314137 53.1847585,8.631352 53.1847697,8.6312936 53.1847803,8.630904 53.1848508,8.6307175 53.1848846,8.6300702 53.1850001,8.6294534 53.1851085,8.6292865 53.185138,8.6288405 53.1852451,8.6286348 53.1852944,8.6274197 53.185586)					
23324973	Bermpohlstraße	residential			Q365268	de:Adolph Bermpohl (Navigationslehrer)			LINESTRING(8.6148384 53.174096,8.615613 53.1746204,8.6156458 53.1746424,8.6164504 53.1751811,8.6165495 53.1752562)					
23324974	Uhthoffstraße	secondary			Q497323	de:Andreas Friedrich Uhthoff			LINESTRING(8.6382619 53.1732208,8.6380395 53.1732216)					
23324975	Georg-Gleistein-Straße	tertiary			Q15811713	de:Georg Gleistein			LINESTRING(8.6186775 53.1767543,8.6186639 53.1766481,8.6186607 53.1766234,8.6186127 53.1761039,8.6185695 53.1757701,8.6185142 53.1756329)					
23325082	Hammersbecker Straße	tertiary							LINESTRING(8.6341829 53.1827547,8.6338585 53.1828602,8.6336717 53.1828955)					
23325267	Am Wasser	residential							LINESTRING(8.6309426 53.1651118,8.6312881 53.1649228,8.6316418 53.1646662,8.631876 53.1644458,8.6319825 53.1643645,8.6323408 53.1642098,8.6327368 53.164045,8.6329927 53.163958)					
23325270	Lesumsperrwerk	service	de:Lesumsperrwerk						LINESTRING(8.6469 53.1605828,8.6469106 53.1605141,8.6469289 53.1603956,8.6470859 53.1594544)					
23325287	Zum Alten Speicher	steps							LINESTRING(8.6268343 53.1665412,8.6267727 53.1664978)					
23325288	Zum Alten Speicher	pedestrian							LINESTRING(8.62696 53.1666298,8.6268343 53.1665412)					
23325290	Kantjespad	service							LINESTRING(8.6283865 53.1655221,8.6287502 53.1655998,8.6289795 53.1656537,8.6291881 53.1656952,8.6295397 53.165748,8.629693 53.1657625,8.6298539 53.1657134)					
23330831	Kämenadenweg	path							LINESTRING(8.9190404 53.0597175,8.9192306 53.0597625)					
23330833	Kämenadenweg	residential							LINESTRING(8.9213315 53.0601802,8.9216786 53.0604019,8.9218699 53.060496,8.9221322 53.060512,8.9225488 53.0605503,8.9230006 53.0605822,8.9236832 53.0606388)					
23330834	Große Vieren	residential							LINESTRING(8.9252294 53.0626971,8.9253048 53.0630878,8.9253755 53.0635632,8.9254906 53.0644755,8.9255231 53.0646489,8.925546 53.0647592,8.9256344 53.0652421,8.9256509 53.0653535,8.9257024 53.0657004,8.925713 53.0657534,8.9257653 53.0660792,8.9257762 53.0662043,8.9257753 53.0663112,8.9257737 53.0663519,8.925773 53.0663799,8.9257676 53.0664767,8.925879 53.0670558,8.9260731 53.067605,8.9261431 53.0677805,8.9263913 53.0683696,8.9264601 53.0685324,8.9264907 53.0685989,8.9266476 53.0689736,8.9266956 53.0690888,8.9268353 53.0694084,8.9268927 53.0695642)					
23330843	Am Hallacker	residential							LINESTRING(8.923949 53.0714804,8.9241202 53.0701881)					
23330845	Paul-Freye-Straße	residential							LINESTRING(8.9249956 53.0699922,8.9249481 53.0699156,8.9247171 53.0684762)					
23330847	Barmer Weg	cycleway							LINESTRING(8.9263913 53.0683696,8.9264883 53.0683574,8.9275811 53.0681252,8.9292825 53.0677236,8.93089 53.0673549)					
23330854	Poggenburg	residential							LINESTRING(8.9327576 53.0651208,8.9320696 53.0652217,8.9308897 53.0655,8.930643 53.0655586,8.9297616 53.0657678,8.9294693 53.0658318,8.9289696 53.065933,8.9286521 53.0659897,8.9283876 53.0660369,8.9282315 53.0660624,8.928184 53.0660699,8.9276647 53.0661478,8.9268802 53.0662576,8.9267433 53.0662777,8.9263613 53.0663255,8.9259841 53.066363,8.9258556 53.0663768,8.925773 53.0663799)					
23330855	Holtebütteler Straße	residential							LINESTRING(8.9267433 53.0662777,8.9268866 53.066799,8.9274152 53.0678542)					
23330856	Borsteler Straße	residential							LINESTRING(8.9282315 53.0660624,8.9285064 53.0665966,8.9290911 53.0674147)					
23330857	Daverdener Straße	residential							LINESTRING(8.9297616 53.0657678,8.9300831 53.0662876,8.93089 53.0673549,8.9311079 53.0676098)					
23330858	Daverdener Straße	cycleway							LINESTRING(8.9318518 53.0684456,8.9318236 53.0684041,8.9312809 53.0676618,8.9312543 53.0676275,8.9311079 53.0676098)					
23330859	Etelser Straße	residential							LINESTRING(8.9320696 53.0652217,8.931303 53.0649358,8.9300285 53.0644902,8.9295318 53.0643596,8.9292035 53.064303,8.9289584 53.0642725,8.9286842 53.0642522,8.9283336 53.0642524,8.9279764 53.0642734,8.9271783 53.0643439,8.9258679 53.0644486,8.925685 53.064461,8.9254906 53.0644755)					
23330860	Rahdeland	residential							LINESTRING(8.9292035 53.064303,8.9291674 53.064518,8.9291706 53.0647291,8.9294693 53.0658318)					
23330862	Eisseler Straße	residential							LINESTRING(8.9271783 53.0643439,8.9273354 53.0652123)					
23330867	Everinghauser Weg	residential							LINESTRING(8.9276118 53.0625289,8.9276921 53.0628562,8.9277635 53.0631469,8.9277733 53.0631868,8.9277776 53.0632041,8.9278422 53.0634672,8.9278969 53.0636898)					
23330875	Uphuser Straße	cycleway							LINESTRING(8.9298646 53.0622784,8.9298816 53.0623331,8.9300921 53.0631618,8.9301972 53.0635758,8.9301285 53.0636347)					
23330876	Uphuser Straße	residential							LINESTRING(8.9300285 53.0644902,8.9301269 53.0643734,8.930164 53.0643173,8.9301946 53.0642572,8.9301968 53.0641905,8.9301902 53.0641267,8.9301581 53.0639995,8.9301266 53.0638677,8.9301015 53.0637393,8.9301285 53.0636347)					
23330878	Kolk	residential							LINESTRING(8.9292537 53.0623487,8.9290637 53.0617935,8.9289553 53.0614767,8.928854 53.0611805,8.9287794 53.0609626,8.9287518 53.0608819,8.9286495 53.060583,8.9285828 53.0603879,8.9284695 53.0600511,8.9284449 53.0599779,8.9284146 53.0599133,8.9283711 53.0598847)					
23330879	Soltend	residential							LINESTRING(8.9285828 53.0603879,8.9288908 53.060352,8.9295773 53.0602717,8.9296889 53.0602587,8.9309234 53.0601145)					
23330881	Heinz-Hinners-Platz	unclassified							LINESTRING(8.9306005 53.0592374,8.9298424 53.0592764,8.9297906 53.0592669,8.9297489 53.0592533,8.929711 53.0592374,8.9296825 53.0592185,8.9296245 53.0590603)					
23330884	Wümminger Straße	residential							LINESTRING(8.9507319 53.0610901,8.9504851 53.061108,8.9498436 53.0611235,8.9496283 53.0610804)					
23330886	Laheiter Straße	residential							LINESTRING(8.9505661 53.0593103,8.9496298 53.0593317,8.9495483 53.0593116,8.9495183 53.0592601)					
23330887	Am Siek	residential							LINESTRING(8.9507827 53.0616457,8.9495036 53.061751,8.9491293 53.0617882,8.9487542 53.0618254,8.9486836 53.0618324,8.9483019 53.0618703,8.948059 53.0618944,8.9479708 53.0619083,8.9478231 53.0619317,8.9475298 53.0619966)					
23330888	Alte Wede	residential							LINESTRING(8.9496097 53.0631739,8.94949 53.063111,8.9482267 53.0620803,8.9480608 53.0620178,8.948056 53.0619558,8.948059 53.0618944)					
23330892	Am Siek	residential							LINESTRING(8.9473226 53.0620341,8.9475298 53.0619966)					
23330893	Lindheimer Straße	residential							LINESTRING(8.9464017 53.0593495,8.9466536 53.060135,8.9466606 53.060159,8.9467317 53.0604039,8.94681 53.060672,8.9468361 53.0607844,8.9468838 53.0609719,8.9469805 53.0612268,8.9473226 53.0620341)					
23330896	Tüchtener Straße	residential							LINESTRING(8.9466606 53.060159,8.9473329 53.0601092,8.9479534 53.0600607,8.9480526 53.0600705,8.9480958 53.0601167,8.9482044 53.0603776,8.9482284 53.0604483,8.948176 53.0605693)					
23330897	Quelkhorner Straße	residential							LINESTRING(8.9468838 53.0609719,8.9460581 53.0611149,8.9459645 53.0611304,8.9457319 53.061164,8.9455168 53.0611865,8.9450556 53.0611912,8.9450108 53.061191,8.9445737 53.0612054,8.9444549 53.0612093,8.9443212 53.061256)					
23330899	Karl-Heinz-Jantzen-Weg	path							LINESTRING(8.9418996 53.0610112,8.9419127 53.0611528,8.9420584 53.0615922,8.9424025 53.0626756,8.9424831 53.0629207,8.9429521 53.0644794,8.9432322 53.0657262,8.9430017 53.0658067,8.9427746 53.0658934,8.9427329 53.0659089,8.9426875 53.0659258,8.9426401 53.0659434,8.9426066 53.0659558,8.9387957 53.0672865)					
23330904	Dauelser Straße	residential							LINESTRING(8.9365386 53.0675543,8.936383 53.0671887,8.9363107 53.0670008,8.9363076 53.0669906,8.9362593 53.0668039,8.9361846 53.0666552,8.9360573 53.066568)					
23330905	Dauelser Straße	residential							LINESTRING(8.9360367 53.0664853,8.9360002 53.066477,8.9359612 53.0664785,8.9359267 53.0664895,8.9359027 53.066508,8.9358936 53.0665308,8.9359004 53.0665532,8.9359215 53.0665721,8.9359535 53.0665843,8.9359909 53.0665878,8.9360275 53.0665821,8.9360573 53.066568,8.9360756 53.0665473,8.9360781 53.0665239,8.9360643 53.0665019,8.9360367 53.0664853)					
23330911	Baseler Straße	residential							LINESTRING(8.944125 53.0647164,8.9451739 53.0643547,8.9462332 53.0637698,8.946373 53.0637665)					
23330914	Am Siek	residential							LINESTRING(8.9473226 53.0620341,8.9460026 53.0622805,8.944962 53.0624748,8.9449082 53.0624829,8.9447829 53.0625063,8.944728 53.0625165,8.9444738 53.062564,8.943494 53.0627448)					
23330918	Kirchlintelner Straße	residential							LINESTRING(8.9430078 53.0601694,8.9427763 53.0594012,8.9426918 53.0591314,8.9426703 53.0590246,8.9427255 53.058944,8.9428711 53.058843)					
23330919	Weitzmühlener Weg	footway							LINESTRING(8.9427763 53.0594012,8.9440162 53.0590859,8.9438992 53.0587036)					
23330920	Armsener Straße	residential							LINESTRING(8.9401869 53.0606522,8.9399272 53.0600939,8.9398936 53.0600215,8.9398205 53.0598658,8.9397812 53.0597821,8.9397675 53.0597502,8.9396811 53.0595573,8.9396467 53.0594805,8.9395958 53.0593667,8.9395675 53.0593101,8.9395253 53.0592744,8.9394653 53.0592611,8.9392639 53.0592664,8.9387434 53.0592955,8.9385126 53.0593365,8.9382632 53.0594207,8.9379723 53.0595905,8.9379379 53.0596669,8.9379394 53.0598041,8.9379509 53.0601485,8.9379543 53.0602099,8.9379616 53.0603214,8.9380081 53.0604653,8.9380527 53.060596,8.9380841 53.0606532,8.9384367 53.0611028)					
23330922	Kükenmoor	residential							LINESTRING(8.935865 53.0604371,8.9368536 53.0603398,8.9369944 53.0603259,8.9370328 53.0603002,8.9370645 53.0602789)					
23330925	Auf der Horst	residential							LINESTRING(8.9360679 53.0610546,8.9354187 53.0611331)					
23330926	Auf der Hoge	residential							LINESTRING(8.9357826 53.0602076,8.9351493 53.0602852)					
23330932	Große Laake	residential							LINESTRING(8.9360527 53.0596627,8.9358983 53.0595742,8.935864 53.0595375)					
23330937	Oyter Straße	residential							LINESTRING(8.9324538 53.0589074,8.9325402 53.0594051,8.9325944 53.0596567,8.9326788 53.0598995,8.9331364 53.0612087,8.9330518 53.0613463,8.933029 53.0614879,8.9332188 53.0622953)					
23330938	Züricher Straße	unclassified							LINESTRING(8.942201 53.0655679,8.9419096 53.0653581,8.9416338 53.0651389,8.9415259 53.0650279,8.9414821 53.064949)					
23330941	Finnbahn	footway							LINESTRING(8.940046 53.0631446,8.939638 53.0632283,8.9395745 53.0632342,8.939517 53.0632243,8.9393789 53.063171,8.939147 53.0631317,8.9389624 53.0630311,8.9389011 53.0629725,8.9388619 53.0629025,8.9387927 53.0627618,8.9386545 53.062586,8.9385644 53.062361,8.9384818 53.06213,8.9384834 53.0620544,8.9385049 53.0620301,8.9385406 53.0620097,8.9387543 53.0619011,8.9389037 53.0618384,8.9390562 53.0617773,8.939248 53.0617387,8.9395203 53.061705,8.9401261 53.0616413,8.9404169 53.0615446,8.9409508 53.0613529,8.9410517 53.0613325,8.9411558 53.0613346,8.9414004 53.061413,8.9415491 53.0614738,8.9416264 53.0616382,8.9415847 53.0618204,8.9417393 53.0620776,8.9417274 53.0621562,8.941781 53.0623813,8.9416701 53.0626311,8.941615 53.0626941,8.9415316 53.0627444,8.9413416 53.0628569,8.9411378 53.0629839,8.9409461 53.0630906,8.9408258 53.0631453,8.940679 53.0631841,8.9405511 53.0631955,8.9403714 53.063178,8.940046 53.0631446)					
23330976	Kämenadenweg	residential							LINESTRING(8.9192306 53.0597625,8.9200392 53.0599027,8.9208784 53.0599968,8.9210589 53.0600293,8.9212573 53.0600834,8.9213315 53.0601802)					
23330977	An der Kämenade	residential							LINESTRING(8.9233849 53.0594131,8.9233943 53.0594827,8.923624 53.0602736,8.923675 53.0605142,8.9236832 53.0606388,8.9237006 53.0608257,8.9237819 53.0611249,8.9243195 53.0624365,8.9244617 53.0626206,8.9246313 53.0626703,8.9248661 53.0627042,8.9252294 53.0626971,8.9253001 53.062693,8.925579 53.0626771,8.926294 53.0626386,8.9276118 53.0625289,8.9288245 53.0624001,8.9292537 53.0623487,8.9298646 53.0622784,8.9299472 53.0622727,8.9305489 53.0622312,8.9310772 53.0622091,8.9316939 53.0622062)					
23330978	Im Ellener Feld	residential							LINESTRING(8.9283711 53.0598847,8.9283474 53.0598775,8.9282607 53.0598738,8.9281523 53.0598815,8.9281141 53.0598848,8.9278671 53.0599062,8.9277292 53.0599188,8.927565 53.0599329,8.9264216 53.0600314,8.9258451 53.0600813,8.9258093 53.0600844,8.9253072 53.0601279,8.9253056 53.060128,8.9252691 53.0601312,8.9247564 53.0601756,8.9247221 53.0601785,8.9242054 53.0602233,8.923624 53.0602736)					
23330983	Am Siek	path							LINESTRING(8.943494 53.0627448,8.9433292 53.0627575,8.9424831 53.0629207)					
23330984	Ellener Dorfstraße	residential							LINESTRING(8.9387957 53.0672865,8.9384537 53.0674015,8.9378843 53.0675826,8.9377542 53.0676232,8.9374701 53.0676534,8.9372102 53.0676475,8.9367125 53.0675789,8.9365386 53.0675543,8.9362402 53.0675669,8.9358592 53.0676123,8.9355332 53.0676589,8.9349788 53.0677512,8.9345867 53.0678279,8.9343861 53.0678735,8.9341469 53.0679286,8.9338281 53.0680021)					
23331041	Züricher Straße	unclassified							LINESTRING(8.9414821 53.064949,8.9413622 53.0648319,8.941366 53.0647716,8.9413944 53.0647542,8.9414608 53.0647457,8.9414968 53.0647582,8.9415253 53.0648127,8.9414821 53.064949)					
23349419	Hafenstraße	unclassified	de:Hafenstraße (Bremen)	Q65237682					LINESTRING(8.7761551 53.0927197,8.7759776 53.092631,8.7757893 53.0925606)					
23349422	Hafenstraße	unclassified	de:Hafenstraße (Bremen)						LINESTRING(8.7714797 53.0940705,8.7715527 53.0940395,8.7716285 53.0940068,8.7719794 53.0938806,8.7723167 53.0937437)					
23349425	Hafenstraße	unclassified	de:Hafenstraße (Bremen)	Q65237682					LINESTRING(8.7740812 53.0928746,8.7742438 53.092975)					
23349442	Speicherhof	unclassified							LINESTRING(8.7764467 53.0928783,8.7765364 53.0928179,8.7766245 53.0927637,8.7767064 53.0927132,8.7767364 53.0926986,8.7768834 53.0926271)					
23349444	Hansator	tertiary							LINESTRING(8.7837843 53.0876875,8.7836977 53.0877339,8.7836635 53.0877521,8.783579 53.0877953)					
23349536	Neptunstraße	unclassified							LINESTRING(8.7837843 53.0876875,8.7838562 53.087651,8.7839299 53.0876135,8.7843135 53.0874205,8.784468 53.0873329,8.7845984 53.0871814,8.7847522 53.0870013)					
23349538	Zweigstraße	unclassified							LINESTRING(8.7876684 53.0863064,8.7877621 53.0861959,8.7878919 53.086033)					
23349542	Emder Straße	residential							LINESTRING(8.7742748 53.1014892,8.7743868 53.1015397,8.7749308 53.1017828,8.7753868 53.1019938,8.775573 53.1020803,8.7757639 53.1021681,8.7759561 53.1022565)					
23349545	Lindenhofstraße	residential							LINESTRING(8.7548577 53.112959,8.7553347 53.1132683,8.7553921 53.1133091,8.7557336 53.1135483,8.7564267 53.1140495,8.7565472 53.1141431,8.7569987 53.1145001,8.7572382 53.1146894,8.757371 53.1147944,8.7575493 53.1149354,8.7576065 53.1149806,8.7576565 53.1150225,8.7577588 53.1151081,8.7580428 53.1153457,8.7585532 53.1157729,8.7587721 53.1159585,8.7588816 53.1160376)					
23349553	Beim Ohlenhof	pedestrian							LINESTRING(8.7588807 53.1165948,8.7588444 53.1162902,8.7588359 53.1162251,8.7588285 53.1161695)					
23349556	Heeslinger Straße	unclassified							LINESTRING(8.7561679 53.1183622,8.7562192 53.1183801,8.756238 53.1183866,8.7562555 53.1183924,8.756306 53.1184091,8.7563506 53.1184248,8.7565717 53.1185028,8.7568213 53.1185833,8.7569333 53.1186116,8.7571761 53.1186699,8.7572842 53.1187044,8.7577019 53.1188378,8.7584677 53.1190823,8.7586554 53.1191563,8.7587121 53.1191787,8.7588363 53.1192244,8.7589862 53.1192824)					
23349559	Alter Winterweg	residential							LINESTRING(8.7731027 53.1095169,8.7730504 53.1094288,8.773036 53.1094045)					
23349563	Alter Winterweg	residential							LINESTRING(8.774462 53.1119394,8.7739903 53.111295,8.773949 53.1112386,8.7738592 53.1111159,8.7737584 53.1109744,8.7736182 53.1107778,8.7734869 53.1106085,8.7733185 53.1103694,8.7731106 53.1101207,8.7730083 53.1099044,8.7731027 53.1096687,8.7731065 53.1095852,8.7731027 53.1095169)					
23349568	Seewenjestraße	residential							LINESTRING(8.774462 53.1119394,8.7742533 53.1120652,8.773422 53.1125663,8.7732779 53.1126486,8.7722896 53.1132134,8.7721537 53.113291,8.7719546 53.1134048,8.7714288 53.1136592,8.7713969 53.1136753,8.771154 53.1137832,8.7709964 53.1138532,8.7709768 53.1138619,8.770674 53.1139738,8.7704922 53.1140409)					
23349570	Halmerweg	residential							LINESTRING(8.7592725 53.1193955,8.7593266 53.1194417,8.7594357 53.1197479,8.75948 53.1199065,8.7594965 53.119991,8.760055 53.1205032,8.7605022 53.1209214,8.7606865 53.1210698,8.7611172 53.1213611)					
23349571	Kleingärtnerweg	unclassified							LINESTRING(8.7652064 53.1272649,8.7651017 53.1272045)					
23349572	Heidbergstraße	residential							LINESTRING(8.7502828 53.1264844,8.7506398 53.126256,8.7516762 53.1255602,8.751919 53.1253985,8.7519831 53.1253892,8.7531304 53.1253439,8.7539109 53.1253075,8.7540339 53.1252953,8.7541526 53.1252773,8.7543421 53.1252442,8.7545399 53.1251951,8.7546741 53.1251568,8.7552557 53.1249896,8.7554864 53.1248116,8.7555551 53.1247751)					
23349574	Humannstraße	residential							LINESTRING(8.7525416 53.1277651,8.7526281 53.1277315,8.7527497 53.1276827)					
23349654	Wittekindstraße	residential							LINESTRING(8.7516762 53.1255602,8.752303 53.1259086,8.7532021 53.1264219,8.7538316 53.1267909,8.7541748 53.1271052)					
23349656	Adelstedter Straße	residential							LINESTRING(8.752303 53.1259086,8.751736 53.1262934,8.7511829 53.1266754,8.7506032 53.1270527)					
23349663	Pestalozzistraße	residential							LINESTRING(8.7532021 53.1264219,8.7528089 53.1266823,8.7526446 53.1267911,8.7520851 53.1271586,8.7514953 53.1275504)					
23349679	Driftsether Straße	residential							LINESTRING(8.7511829 53.1266754,8.7520851 53.1271586)					
23349680	Uthleder Straße	residential							LINESTRING(8.751736 53.1262934,8.7526446 53.1267911)					
23349690	Bonifaciusstraße	residential							LINESTRING(8.7531304 53.1253439,8.753143 53.1255045,8.7531756 53.125571,8.7532348 53.1256229,8.7539856 53.1260572,8.754275 53.1262247,8.7547437 53.1264964,8.755022 53.1267601)					
23358511	Querlandstraße	residential							LINESTRING(8.9000291 53.1228479,8.9003618 53.1227463,8.9004437 53.1226968,8.9005314 53.1226257,8.9006741 53.1225011,8.9012643 53.1220291,8.9014343 53.1218995,8.9015669 53.1218592,8.9016688 53.1218461,8.9018636 53.1218413,8.9020976 53.1218781,8.9022637 53.1219517,8.902483 53.1220487)					
23358549	Kiebitzbrink	residential							LINESTRING(8.9118496 53.1239453,8.9113048 53.1235061,8.9097755 53.1224874,8.9093199 53.1221839,8.9090893 53.1220254,8.90813 53.1213664,8.9078956 53.1212091,8.9075107 53.120955,8.907331 53.1208407,8.9071701 53.1207313,8.9069864 53.120613,8.906807 53.1205024,8.9067374 53.120473,8.9066271 53.1204712)					
23358667	Moorkuhlenweg	residential							LINESTRING(8.9020904 53.1247502,8.9027272 53.1242711,8.9029523 53.1240915,8.9031643 53.1239222,8.9035202 53.1236381,8.9039012 53.1233508,8.9042468 53.1231284,8.9043581 53.1230568,8.9046611 53.1228618,8.9053829 53.1223974,8.9056158 53.1222476,8.9059597 53.1220753,8.906176 53.1219732,8.9064704 53.121844,8.9065354 53.1218155,8.9068336 53.1216843,8.9069084 53.1216514,8.9070351 53.1215946,8.9078956 53.1212091)					
23358694	Querlandweg	residential							LINESTRING(8.902483 53.1220487,8.9024908 53.1221071,8.9025544 53.1222089,8.9034906 53.1230027)					
23358788	Brandenweg	residential							LINESTRING(8.9093199 53.1221839,8.9072355 53.123152)					
23358820	Lange Streifen	residential							LINESTRING(8.9059597 53.1220753,8.907134 53.1230651,8.9072355 53.123152,8.9073395 53.1232421,8.9078666 53.1236987,8.9079141 53.1237871,8.9077912 53.1244035,8.9077787 53.1244472,8.9076407 53.1247568,8.9076372 53.1248705)					
23365527	Waltjenstraße	residential							LINESTRING(8.7528047 53.1143792,8.7529383 53.114426,8.7532411 53.1145084,8.7536322 53.1146214,8.7536881 53.1146458,8.7539032 53.1147777,8.7540148 53.1148603,8.7541457 53.1149832,8.7542637 53.1151669,8.7543001 53.1152555,8.7544026 53.1156219)					
23365542	Elbinger Straße	residential							LINESTRING(8.7567617 53.1178522,8.7566679 53.1178195,8.7561041 53.1176322,8.755645 53.1174796,8.7556108 53.1174216,8.7561081 53.1165409,8.7561931 53.1163975,8.7562602 53.1163498)					
23365544	Danziger Straße	residential							LINESTRING(8.7562602 53.1163498,8.7563522 53.1163775,8.7573602 53.1168044,8.7576977 53.1169343,8.7577731 53.1169634)					
23365567	Stettiner Straße	residential							LINESTRING(8.7565472 53.1141431,8.7555828 53.1148115)					
23365576	Königsberger Straße	residential							LINESTRING(8.7582812 53.1165122,8.758221 53.116483,8.7566877 53.1157382,8.7562876 53.115547,8.7561873 53.1154985,8.7552505 53.1150418,8.7547392 53.1147886,8.7546215 53.1147511,8.7544896 53.1147208,8.7543552 53.1147033,8.7541583 53.1147065,8.7539976 53.1147346,8.7539032 53.1147777)					
23365611	Ortstraße	residential							LINESTRING(8.7548577 53.112959,8.7546394 53.1130687,8.7542836 53.1132474,8.7541258 53.1133271,8.7537162 53.1135341,8.7535579 53.1136141,8.753416 53.1136887,8.7531505 53.1139015,8.7528333 53.1141902,8.7527943 53.1142579,8.7527675 53.1143391,8.7528047 53.1143792)					
23365617	Ortstraße	cycleway							LINESTRING(8.7528047 53.1143792,8.7527518 53.1144208,8.7526442 53.114489,8.752474 53.1146264,8.7523746 53.1146402)					
23365770	Liegnitzplatz	residential							LINESTRING(8.7569073 53.1121939,8.7568301 53.1121551,8.7561189 53.1118708,8.7560731 53.1119212,8.7557032 53.112533)					
