osm_id	name	street_type	wikipedia	wikidata	etymology_wikidata	etymology_wikipedia	etymology_description	local_name	geometry	name_de	name_en	name_fr	name_es	name_ru
4013971	Buchenstraße	residential							LINESTRING(8.8522839 53.0860206,8.8523251 53.0859992,8.8523645 53.0859788,8.8524144 53.0859529,8.8533345 53.0854796,8.8537825 53.0852492,8.8547967 53.0847275,8.855586 53.0843173)					
4013978	Richard-Dehmel-Straße	residential							LINESTRING(8.8589169 53.0868194,8.858587 53.0869469,8.8582343 53.0870034,8.8561559 53.0880901,8.8561183 53.0881193,8.856034 53.0881847,8.8559097 53.0883162,8.8557684 53.0884114,8.855657 53.0884751,8.8555896 53.0885329,8.8555743 53.0885601,8.8555433 53.088615)					
4013979	Prager Straße	residential							LINESTRING(8.8563714 53.0887391,8.8564694 53.0886997,8.8565466 53.0886686,8.8567964 53.088551,8.8594585 53.0872229)					
4013980	Clausewitzstraße	residential							LINESTRING(8.8579754 53.0890254,8.8580262 53.0890021,8.8581418 53.0889492,8.8603197 53.0878686)					
4013981	Heinrich-Heine-Straße	residential							LINESTRING(8.8592654 53.0894306,8.8592934 53.0894036,8.85934 53.0893588,8.8600647 53.0889988,8.8611209 53.0884771,8.8646403 53.0866689,8.8657742 53.0861239)					
4020305	Schlachte	pedestrian	de:Schlachte (Bremen)						LINESTRING(8.7996336 53.0779834,8.7998195 53.0779088,8.8001896 53.0777586,8.8004125 53.0776619,8.8005983 53.0775701,8.8007411 53.077485,8.8008658 53.0773976,8.8013084 53.0770464,8.801585 53.0768647,8.8017995 53.0767259,8.8020657 53.0765614,8.8021558 53.0765022,8.8022334 53.0764453,8.8023285 53.0763701,8.802499 53.0762329,8.802859 53.0758967)					
4020320	Wachmannstraße	unclassified							LINESTRING(8.8334098 53.0864054,8.8335631 53.0864009,8.8336548 53.0864239,8.8338754 53.0864882,8.8341402 53.0865528,8.8346472 53.0866765,8.8349356 53.0867468,8.8350164 53.0867674,8.8353413 53.0868458,8.8359248 53.0869881,8.8360952 53.0870297,8.8364198 53.0871013,8.8367347 53.0871752,8.8370576 53.0872628,8.8370991 53.087274,8.8373583 53.0873357,8.8377872 53.0874379,8.838229 53.0875474,8.8385864 53.0876363,8.838642 53.0876508,8.8386972 53.0876651)					
4040158	Sögestraße	residential							LINESTRING(8.8087589 53.0785555,8.808753 53.0785294,8.8087407 53.0784755,8.8087382 53.0784133,8.808757 53.0783667)					
4040177	Herdentor	secondary							LINESTRING(8.8106824 53.0801093,8.8106401 53.0800968,8.8104772 53.0800487,8.8104045 53.0800187)					
4040178	Hutfilterstraße	pedestrian	de:Hutfilterstraße						LINESTRING(8.801021 53.0788709,8.8010362 53.0788677,8.8011188 53.0788501,8.8013427 53.0788026,8.8016066 53.0787466,8.8017205 53.0787226,8.8018719 53.0786908,8.802344 53.0785925,8.8025713 53.0785391)					
4040184	Geschwister-Scholl-Straße	tertiary							LINESTRING(8.9006088 53.0789332,8.9007543 53.0788987,8.9008788 53.0788767)					
4040194	Luisental	residential							LINESTRING(8.8826371 53.097269,8.8827701 53.0977304)					
4040622	Heinstraße	residential							LINESTRING(8.8522857 53.0952894,8.8517186 53.0956417)					
4040654	Hermann-Böse-Straße	secondary							LINESTRING(8.8160591 53.0828227,8.816199 53.0829229,8.8163287 53.0830087,8.8164593 53.0830866,8.8166488 53.0831702)					
4041405	Autobahnzubringer Horn-Lehe	primary							LINESTRING(8.8855153 53.1099441,8.8856818 53.1098182,8.8857998 53.10977,8.8859267 53.1097259)					
4041686	Bibliothekstraße	service							LINESTRING(8.8522031 53.1074996,8.8525418 53.1079083,8.852543 53.1079096,8.8525463 53.1079137)					
4041687	Bibliothekstraße	residential							LINESTRING(8.850332 53.1050611,8.8504859 53.1051464)					
4041715	Brucknerstraße	residential							LINESTRING(8.8749605 53.1001829,8.8749758 53.1001998,8.875046 53.1002773,8.8759539 53.1012797,8.8760009 53.1013316)					
4042518	Poststraße	tertiary							LINESTRING(8.5926138 53.5670799,8.5927684 53.5670563,8.5932067 53.5670217)					
4064261	Auf den Hornstücken	path							LINESTRING(8.8608097 53.097635,8.8608484 53.0976318,8.8610907 53.097618)					
4066271	Mary-Astell-Straße	residential							LINESTRING(8.8636585 53.1063576,8.8636604 53.1062777,8.8636652 53.1061841,8.8636567 53.1061182,8.8634328 53.1056912,8.8633924 53.1056142,8.8633467 53.1055307,8.863044 53.104978,8.8630048 53.1048324,8.8629893 53.1046828,8.862984 53.1045295,8.8629747 53.1040482,8.8629657 53.1029469,8.8629556 53.1028873,8.8629215 53.1028229)					
4066273	Kremser Straße	residential							LINESTRING(8.8594141 53.1028296,8.8595453 53.1028283,8.8596555 53.1028273,8.860102 53.1028294,8.8610068 53.1028234,8.8612148 53.102824,8.8618134 53.1028213,8.8622544 53.1028199,8.8623773 53.1028179,8.8626566 53.1028183,8.8629215 53.1028229)					
4066274	Caroline-Herschel-Straße	unclassified							LINESTRING(8.8594384 53.1047701,8.8594376 53.1045173,8.8594372 53.104398,8.8594355 53.1038751,8.8594351 53.1037608,8.8594291 53.1034662,8.8594209 53.1031877,8.8594179 53.1031395,8.8594097 53.1029042,8.8594141 53.1028296)					
4066276	Mary-Somerville-Straße	service							LINESTRING(8.861248 53.1059377,8.8612803 53.1059716,8.8613471 53.1059959,8.8614271 53.1060036,8.8614387 53.106001,8.8615615 53.1059741)					
4066279	Villacher Straße	living_street							LINESTRING(8.8641676 53.1025777,8.8645145 53.1029414,8.8646707 53.1029834,8.8646481 53.10306,8.8651434 53.1035835)					
4066294	Anne-Conway-Straße	unclassified							LINESTRING(8.8580506 53.1051862,8.8581723 53.1050858,8.8582638 53.1050103)					
4066295	Spittaler Straße	residential							LINESTRING(8.8629681 53.1065686,8.8631014 53.1065104,8.863302 53.106442,8.8633552 53.1064239,8.8634648 53.1063985,8.863561 53.1063909)					
4066302	Im Leher Felde	track							LINESTRING(8.8510507 53.1165241,8.8513223 53.1164206)					
4066304	Im Leher Felde	residential							LINESTRING(8.8821176 53.103151,8.8822046 53.1030814,8.8824927 53.1028169,8.8827061 53.102621,8.8828458 53.1024927,8.8828902 53.1024519,8.8829381 53.102408,8.8831163 53.1022032,8.8837749 53.1014462,8.8839981 53.1011569,8.8840619 53.1010743,8.8841944 53.1008851,8.8843022 53.1006985,8.8843439 53.1005912,8.8843663 53.1005335)					
4066314	Am Lehester Deich	unclassified	de:Am Lehester Deich						LINESTRING(8.8641203 53.13002,8.8642361 53.1299865)					
4066316	Wasserhorst	unclassified							LINESTRING(8.7517395 53.163979,8.7518674 53.1638416,8.751969 53.1637316,8.7521098 53.163592,8.7522624 53.1634519,8.7525877 53.1632235,8.7528696 53.1630102,8.75298 53.1628763,8.7530361 53.1628166,8.7530726 53.1627778,8.7531529 53.1626992,8.7532026 53.1626598,8.7532695 53.1626186,8.7534573 53.1625354,8.7536234 53.1624702,8.7537588 53.1624414,8.7539114 53.162427,8.7540897 53.1624141,8.7543348 53.1624262,8.7543943 53.1624291,8.7546512 53.1624899,8.754854 53.1625921,8.7550237 53.1626635,8.7551438 53.1626817,8.7552461 53.162688,8.7554522 53.1626895,8.7556525 53.1626692,8.7557711 53.1626454,8.7558692 53.1626129,8.7561506 53.1625335,8.7563802 53.162479,8.7565314 53.1624548,8.7567128 53.162445,8.7569204 53.1624569,8.757105 53.1624832)					
4067570	Erste Schlachtpforte	residential							LINESTRING(8.8044167 53.0754505,8.804352 53.0754319,8.8042767 53.07541,8.8038325 53.075296)					
4067572	Hornstückenweg	residential							LINESTRING(8.8535836 53.0967544,8.8536496 53.0967213,8.8536812 53.0967054,8.8537178 53.0966871,8.8537462 53.0966728,8.8537939 53.0966489)					
4067577	Buntentorsteinweg	tertiary							LINESTRING(8.8007683 53.0684614,8.8009169 53.0683777,8.8013724 53.0681118,8.8016811 53.067916,8.8017207 53.0678977,8.8018598 53.0678334)					
4067585	Pieperstraße	pedestrian							LINESTRING(8.8030967 53.0772164,8.8031585 53.0772555,8.8031804 53.0773211,8.8033595 53.0774554,8.80349 53.077592,8.8035456 53.0776464,8.8037304 53.07779,8.8038463 53.0778809,8.8038861 53.0779538,8.803895 53.0779702)					
4073859	Vorstraßendamm	path							LINESTRING(8.8629893 53.1046828,8.8630302 53.1046856,8.8631861 53.1046965,8.8635578 53.1048007,8.8639019 53.104655,8.8641196 53.1045728)					
4073860	Vorstraße	residential							LINESTRING(8.865143 53.104298,8.8652493 53.1042734,8.8658721 53.1039441,8.8660258 53.1038738,8.8663583 53.1037241,8.8664662 53.1036775)					
4073861	Vorstraße	cycleway							LINESTRING(8.8653482 53.104654,8.8654071 53.104584,8.8653934 53.1045479,8.8651977 53.1043571,8.865143 53.104298)					
4073862	Vorstraße	footway							LINESTRING(8.8653482 53.104654,8.8651709 53.10462,8.8649725 53.1044518,8.8649589 53.1044403,8.8649139 53.104396,8.8649617 53.1043272)					
4073968	Husumer Straße	residential							LINESTRING(8.7891329 53.1013517,8.7895252 53.1014972,8.7910569 53.1014908,8.7911935 53.1014892,8.7913013 53.101488)					
4073976	Elmshorner Straße	residential							LINESTRING(8.7884918 53.1020441,8.789643 53.1026089)					
4073977	Eckernförder Straße	residential							LINESTRING(8.7888186 53.1016888,8.789132 53.1017952,8.7893388 53.1018837,8.79023 53.102328)					
4073978	Flensburger Straße	residential							LINESTRING(8.7873295 53.103288,8.787346 53.1032708,8.7873839 53.1032311,8.7874156 53.1031977,8.7874848 53.1031236,8.7875084 53.1030983)					
4073980	Osterfeuerberger Ring	secondary							LINESTRING(8.7870709 53.1032708,8.7873295 53.103288,8.7876993 53.1033348,8.7879636 53.1033503,8.7884243 53.1033576,8.7885964 53.1033572,8.7888993 53.1033528,8.7890287 53.1033491,8.7892729 53.1033385,8.7912099 53.1032225,8.7913812 53.1032125,8.7919357 53.1031841,8.7931959 53.1031172,8.7939192 53.1030725,8.7941459 53.1030599)					
4073982	Utbremer Straße	secondary							LINESTRING(8.7899031 53.0966704,8.7901106 53.0964418,8.7903533 53.0961614,8.7904538 53.0960247,8.7907139 53.0956995,8.790809 53.0955811)					
4073983	Eleonorenstraße	residential							LINESTRING(8.7899849 53.0999179,8.7909289 53.0999148)					
4074024	Osterfeuerbergstraße	residential							LINESTRING(8.7914193 53.1019728,8.7913584 53.1017399,8.7913013 53.101488,8.7911402 53.1007801,8.7909942 53.1001695,8.7909289 53.0999148,8.7908899 53.0997198,8.7908234 53.0993878,8.7907679 53.0991328)					
4074035	Otto-Finsch-Straße	residential							LINESTRING(8.7947305 53.0895203,8.7947089 53.0895037,8.7947004 53.0894834,8.7947064 53.0894627,8.7947259 53.0894452,8.7947555 53.0894341,8.7947901 53.0894311,8.7948238 53.0894368,8.7948506 53.0894503,8.794866 53.0894692,8.7948673 53.0894902,8.7948543 53.0895097,8.7948292 53.0895243,8.7947963 53.0895315,8.7947614 53.0895301,8.7947305 53.0895203)					
4074041	Auguststraße	residential							LINESTRING(8.7885846 53.1033081,8.7885861 53.1032338,8.7886195 53.1031441,8.7887138 53.1030859,8.7889893 53.1029404,8.7892969 53.1027844,8.789643 53.1026089,8.7901053 53.1023862,8.79023 53.102328,8.7904376 53.1022246,8.7904573 53.1022151,8.7905335 53.1021786,8.7909577 53.1019756)					
4074053	Hemmstraße	tertiary							LINESTRING(8.7980403 53.0905772,8.798151 53.0905541,8.7982286 53.0905489,8.7983094 53.0905529,8.7984174 53.0905816)					
4074054	Ahnewehrweg	track							LINESTRING(8.8202219 53.1031852,8.8203448 53.1032193,8.8220913 53.1030391,8.822206 53.1030298)					
4074056	Kissinger Straße	residential							LINESTRING(8.8027919 53.101271,8.8028899 53.1013639)					
4074057	Schleswiger Straße	residential							LINESTRING(8.790856 53.099037,8.7910452 53.0990757,8.7919817 53.0992671,8.7927312 53.0994147,8.7929757 53.0994629,8.7932562 53.0995181,8.793402 53.0995469,8.793651 53.0995959,8.7939604 53.0996568,8.7943157 53.0997184,8.7963121 53.1001261,8.796528 53.1001698,8.7966484 53.1001942)					
4079484	Herdentorsteinweg	secondary							LINESTRING(8.8128081 53.0810279,8.8125146 53.0809263)					
4079485	Herdentorsteinweg	secondary	de:Herdentorsteinweg						LINESTRING(8.8111244 53.0801261,8.8114828 53.0802417,8.8116453 53.080293,8.811817 53.0803527,8.8119443 53.0804091)					
4079486	Sögestraße	residential							LINESTRING(8.8089507 53.0785351,8.8091519 53.0786974,8.8092978 53.0788151)					
4079487	Am Dobben	secondary							LINESTRING(8.823101 53.0784046,8.8231683 53.0783474,8.8233207 53.0782731,8.8233781 53.0782356,8.8234169 53.0782102,8.8235132 53.0781472)					
4079488	Schwachhauser Heerstraße	primary							LINESTRING(8.8267051 53.0795543,8.8263571 53.0794093)					
4079489	An der Weide	secondary	de:An der Weide (Bremen)						LINESTRING(8.8195352 53.0805217,8.8194655 53.0805452,8.8191617 53.0806289,8.8190498 53.080649,8.8187923 53.0806952,8.8181062 53.0807763)					
4079494	Oldenburger Straße	trunk							LINESTRING(8.7803128 53.0691917,8.7806546 53.0694933,8.7810458 53.0698378,8.7812415 53.0700077,8.7814306 53.0701643,8.7815039 53.0702215)					
4079497	Bahnhofsplatz	secondary							LINESTRING(8.8126383 53.0808558,8.8129672 53.0809565)					
4079498	Bahnhofsplatz	secondary							LINESTRING(8.8138826 53.0812566,8.8130033 53.0810741,8.8128081 53.0810279)					
4079515	Bahnhofsplatz	secondary							LINESTRING(8.8150869 53.0821952,8.8149903 53.0821323)					
4079516	Bahnhofsplatz	secondary							LINESTRING(8.8145298 53.0814183,8.8146545 53.0815238,8.8148312 53.0817674)					
4079518	Richtweg	residential							LINESTRING(8.8122244 53.0790025,8.8130598 53.0784934,8.8141397 53.0778408,8.8145132 53.0776023,8.8145621 53.0775708)					
4079526	Leher Heerstraße	secondary	de:Leher Heerstraße						LINESTRING(8.8819646 53.1010666,8.88213 53.1010037,8.8823686 53.1009165,8.8824301 53.1008934,8.8825542 53.1008468,8.882987 53.1006842,8.8830892 53.1006459,8.883193 53.1006069,8.8834071 53.100527)					
4086752	Rickmersstraße	secondary	de:Rickmersstraße						LINESTRING(8.5760587 53.5605852,8.576977 53.5606227)					
4086753	Hafenstraße	secondary	de:Hafenstraße (Bremerhaven)						LINESTRING(8.5796669 53.5492093,8.5797403 53.5493559,8.5798368 53.5495487,8.5799285 53.5497512,8.5799519 53.5498738)					
4086756	Lange Straße	tertiary	de:Lange Straße (Bremerhaven)						LINESTRING(8.5862719 53.5637508,8.5864592 53.5637711,8.5869194 53.5638196,8.5873732 53.5638642,8.5876967 53.5638787,8.5878821 53.5638875,8.5881071 53.5639301,8.5882147 53.563956,8.5883724 53.5640368,8.5888922 53.5643547,8.5890603 53.5644407,8.5891917 53.5645147,8.5893453 53.5646182,8.589477 53.5647143,8.5895293 53.5647512,8.5896367 53.5648333,8.5899687 53.5651222,8.5903652 53.5654697,8.5906441 53.5657141,8.5907705 53.5658332,8.5908962 53.5659322,8.5910769 53.5660478,8.5912136 53.5661343)					
4086758	Debstedter Weg	tertiary							LINESTRING(8.5971675 53.5897138,8.597384 53.5898007,8.5974473 53.5898263,8.598607 53.5902804)					
4086761	Ginsterweg	residential							LINESTRING(8.6307896 53.5993398,8.6315343 53.5991533,8.6320735 53.5990182,8.6325769 53.5988921,8.6330981 53.5987616,8.6346883 53.5983547,8.6365415 53.5979053)					
4086970	Oldenburger Straße	trunk							LINESTRING(8.7209946 53.0518715,8.719963 53.0514499)					
4086974	Stephanibrücke	trunk							LINESTRING(8.7896946 53.0791454,8.7896386 53.0790708)					
4087834	Langemarckstraße	secondary	de:Langemarckstraße (Bremen)						LINESTRING(8.7874922 53.0699051,8.7876144 53.0699819,8.78922 53.0710399)					
4088473	Autobahnzubringer Arsten	trunk							LINESTRING(8.8612134 53.0262167,8.8611257 53.0262972,8.8609072 53.0264991,8.8606569 53.0267435,8.8604923 53.0269404,8.8601355 53.0273929)					
4088505	Autobahnzubringer Arsten	trunk							LINESTRING(8.8609573 53.0262858,8.8613882 53.0259371,8.86178 53.0256409,8.8639353 53.0239828)					
4090318	Hermann-Böse-Straße	secondary							LINESTRING(8.8244039 53.0844254,8.8242789 53.0844087)					
4099062	Autobahnzubringer Arsten	trunk							LINESTRING(8.8578669 53.0303931,8.8577698 53.0305174,8.857582 53.0307488,8.8574493 53.0309056)					
4099063	Autobahnzubringer Arsten	trunk							LINESTRING(8.819564 53.0481965,8.8221345 53.0474415,8.8242996 53.0468108,8.825697 53.0464047)					
4099167	Neuenlander Straße	primary	de:Neuenlander Straße						LINESTRING(8.8133704 53.0500486,8.8130412 53.0501478,8.8125546 53.0502626)					
4099168	Neuenlander Straße	secondary	de:Neuenlander Straße						LINESTRING(8.7880459 53.0628877,8.7879807 53.0629248,8.7878035 53.063052,8.7877526 53.0630896)					
4212349	Auf den Hornstücken	service							LINESTRING(8.8629724 53.0971563,8.8629406 53.0970316)					
4213739	Auf den Hornstücken	footway							LINESTRING(8.8629406 53.0970316,8.8628897 53.0968543,8.8628221 53.0965738,8.8630346 53.0965463)					
4213740	Auf den Hornstücken	footway							LINESTRING(8.8630346 53.0965463,8.8631243 53.0968289)					
4213743	Auf den Hornstücken	footway							LINESTRING(8.8616411 53.0973026,8.8620488 53.0972692,8.8622029 53.0972566,8.8628803 53.0972205)					
4217903	Nordwestknoten	trunk							LINESTRING(8.7971064 53.0883942,8.7966491 53.0889572)					
4217904	Utbremer Straße	trunk							LINESTRING(8.7940239 53.0919451,8.7943254 53.0915793,8.7947717 53.0910572,8.7953527 53.0903799)					
4217905	Nordwestknoten	trunk							LINESTRING(8.7970273 53.0883703,8.7971346 53.088231,8.797246 53.0880611,8.7973006 53.0879584,8.797326 53.0878845,8.7973409 53.0877964,8.7973477 53.0877183)					
4217906	Nordwestknoten	trunk							LINESTRING(8.7956654 53.0856686,8.7964621 53.0863017,8.7968601 53.0866547,8.7970429 53.0868335,8.7971673 53.0869701,8.7972778 53.0871173,8.7973448 53.0872182,8.7974008 53.0873527,8.7974435 53.0874855,8.7974548 53.0876017,8.7974539 53.087649)					
4217907	Nordwestknoten	trunk							LINESTRING(8.7973493 53.0876487,8.7973498 53.0876065,8.7972986 53.0873353,8.7971951 53.0871373,8.7970673 53.0869762,8.7969426 53.0868419,8.7968051 53.0867101,8.7966615 53.0866053)					
4217908	Stephanibrücke	trunk							LINESTRING(8.7922784 53.0823959,8.7926483 53.0828945,8.7930123 53.0834037,8.7932251 53.0836813,8.7933954 53.0838996,8.7935302 53.0840513)					
4218396	Bürgermeister-Smidt-Straße	secondary	de:Bürgermeister-Smidt-Straße						LINESTRING(8.8084544 53.0830202,8.8080723 53.082793,8.8077379 53.0825951,8.8076027 53.0825169)					
4228435	Arster Heerstraße	tertiary	de:Arster Heerstraße						LINESTRING(8.8641166 53.0229389,8.8643168 53.0229323,8.8645133 53.0229731,8.8646717 53.0230297,8.8648203 53.0230955,8.8648696 53.0231183,8.8649929 53.0231754)					
4228436	Arster Heerstraße	tertiary	de:Arster Heerstraße						LINESTRING(8.8649059 53.0232471,8.8647787 53.0231875,8.8646735 53.0231238,8.8645485 53.0230625,8.8643852 53.0230071,8.8641166 53.0229389)					
4228437	Arster Heerstraße	tertiary	de:Arster Heerstraße						LINESTRING(8.8528766 53.0263186,8.853182 53.0262234,8.8548073 53.0257169,8.8588899 53.0244625,8.85912 53.0243918,8.8594754 53.0242819,8.8608059 53.0238705,8.8614011 53.0236865,8.8624717 53.0233631,8.8627294 53.0232852,8.8637073 53.0229898,8.8637824 53.0229686,8.8641166 53.0229389)					
4228439	Arster Heerstraße	tertiary	de:Arster Heerstraße						LINESTRING(8.8458135 53.0327615,8.8457183 53.0326275,8.8456954 53.0325953,8.8454895 53.0324125,8.8454542 53.0323812,8.8453369 53.0322892)					
4228440	Arsterdamm	tertiary	de:Arsterdamm						LINESTRING(8.8366191 53.038246,8.8368814 53.038073,8.8370307 53.0379822,8.8371014 53.0379494,8.8372821 53.0378608)					
4228703	Schorf	unclassified							LINESTRING(8.8865197 53.0969714,8.8864376 53.0967586,8.8866232 53.0965079,8.8867069 53.0964231)					
4228704	Schorf	unclassified							LINESTRING(8.8867069 53.0964231,8.8879013 53.0962238,8.8883297 53.0961523,8.8886372 53.0961009)					
4230107	Schleifmühlenweg	primary							LINESTRING(8.8237428 53.0793047,8.8236527 53.0792919,8.8234787 53.0792992,8.8233297 53.0792963)					
4233227	Hackfeldstraße	residential							LINESTRING(8.8486545 53.0925453,8.8489474 53.0927061,8.8492584 53.0928667,8.8496287 53.0930632,8.8500126 53.0932439,8.8501124 53.0932833,8.8501805 53.0932831,8.8502569 53.0932646,8.8512195 53.0927604,8.8517405 53.0924572)					
